,standard,forecast,지역,예보,강수확률(%),popul
956,2019-04-09,2019-04-12,충청남도,맑음,0.0,2123709
957,2019-04-09,2019-04-12,강원영서,맑음,0.0,770751
958,2019-04-09,2019-04-12,강원영동,맑음,0.0,770751
959,2019-04-09,2019-04-12,전라북도,구름많음,0.0,1818917
960,2019-04-09,2019-04-12,전라남도,구름많음,0.0,1868745
961,2019-04-09,2019-04-12,경상북도,구름많음,0.0,2665836
962,2019-04-09,2019-04-12,경상남도,구름많음,0.0,3362553
963,2019-04-10,2019-04-13,서울.인천.경기,맑음,0.0,25925799
964,2019-04-10,2019-04-13,충청북도,맑음,0.0,1600007
965,2019-04-10,2019-04-13,충청남도,맑음,0.0,2123709
966,2019-04-10,2019-04-13,강원영서,맑음,0.0,770751
967,2019-04-10,2019-04-13,강원영동,맑음,0.0,770751
968,2019-04-10,2019-04-13,전라북도,맑음,0.0,1818917
969,2019-04-10,2019-04-13,전라남도,맑음,0.0,1868745
970,2019-04-10,2019-04-13,경상북도,맑음,0.0,2665836
971,2019-04-10,2019-04-13,경상남도,맑음,0.0,3362553
972,2019-04-11,2019-04-14,서울.인천.경기,구름많고 비,0.0,25925799
973,2019-04-11,2019-04-14,충청북도,구름많음,0.0,1600007
974,2019-04-11,2019-04-14,충청남도,구름많음,0.0,2123709
975,2019-04-11,2019-04-14,강원영서,구름많고 비,0.0,770751
976,2019-04-11,2019-04-14,강원영동,구름많음,0.0,770751
977,2019-04-11,2019-04-14,전라북도,구름많음,0.0,1818917
978,2019-04-11,2019-04-14,전라남도,구름많음,0.0,1868745
979,2019-04-11,2019-04-14,경상북도,구름많음,0.0,2665836
980,2019-04-11,2019-04-14,경상남도,구름많음,0.0,3362553
981,2019-04-12,2019-04-15,서울.인천.경기,맑음,0.0,25925799
982,2019-04-12,2019-04-15,충청북도,맑음,0.0,1600007
983,2019-04-12,2019-04-15,충청남도,맑음,0.0,2123709
984,2019-04-12,2019-04-15,강원영서,맑음,0.0,770751
985,2019-04-12,2019-04-15,강원영동,맑음,0.0,770751
986,2019-04-12,2019-04-15,전라북도,맑음,0.0,1818917
987,2019-04-12,2019-04-15,전라남도,맑음,0.0,1868745
988,2019-04-12,2019-04-15,경상북도,맑음,0.0,2665836
989,2019-04-12,2019-04-15,경상남도,맑음,0.0,3362553
990,2019-04-13,2019-04-16,서울.인천.경기,맑음,0.0,25925799
991,2019-04-13,2019-04-16,충청북도,맑음,0.0,1600007
992,2019-04-13,2019-04-16,충청남도,맑음,0.0,2123709
993,2019-04-13,2019-04-16,강원영서,맑음,0.0,770751
994,2019-04-13,2019-04-16,강원영동,맑음,0.0,770751
995,2019-04-13,2019-04-16,전라북도,맑음,0.0,1818917
996,2019-04-13,2019-04-16,전라남도,맑음,0.0,1868745
997,2019-04-13,2019-04-16,경상북도,맑음,0.0,2665836
998,2019-04-13,2019-04-16,경상남도,맑음,0.0,3362553
999,2019-04-14,2019-04-17,서울.인천.경기,구름많음,0.0,25925799
1000,2019-04-14,2019-04-17,충청북도,구름많음,0.0,1600007
1001,2019-04-14,2019-04-17,충청남도,구름많음,0.0,2123709
1002,2019-04-14,2019-04-17,강원영서,구름많음,0.0,770751
1003,2019-04-14,2019-04-17,강원영동,구름많음,0.0,770751
1004,2019-04-14,2019-04-17,전라북도,구름많음,0.0,1818917
1005,2019-04-14,2019-04-17,전라남도,흐리고 비,0.0,1868745
1006,2019-04-14,2019-04-17,경상북도,구름많음,0.0,2665836
1007,2019-04-14,2019-04-17,경상남도,흐리고 비,0.0,3362553
1008,2019-04-15,2019-04-18,서울.인천.경기,구름많음,0.0,25925799
1009,2019-04-15,2019-04-18,충청북도,구름많음,0.0,1600007
1010,2019-04-15,2019-04-18,충청남도,구름많음,0.0,2123709
1011,2019-04-15,2019-04-18,강원영서,구름많음,0.0,770751
1012,2019-04-15,2019-04-18,강원영동,구름많음,0.0,770751
1013,2019-04-15,2019-04-18,전라북도,맑음,0.0,1818917
1014,2019-04-15,2019-04-18,전라남도,맑음,0.0,1868745
1015,2019-04-15,2019-04-18,경상북도,맑음,0.0,2665836
1016,2019-04-15,2019-04-18,경상남도,맑음,0.0,3362553
1017,2019-04-16,2019-04-19,서울.인천.경기,맑음,0.0,25925799
1018,2019-04-16,2019-04-19,충청북도,맑음,0.0,1600007
1019,2019-04-16,2019-04-19,충청남도,맑음,0.0,2123709
1020,2019-04-16,2019-04-19,강원영서,맑음,0.0,770751
1021,2019-04-16,2019-04-19,강원영동,맑음,0.0,770751
1022,2019-04-16,2019-04-19,전라북도,맑음,0.0,1818917
1023,2019-04-16,2019-04-19,전라남도,맑음,0.0,1868745
1024,2019-04-16,2019-04-19,경상북도,맑음,0.0,2665836
1025,2019-04-16,2019-04-19,경상남도,맑음,0.0,3362553
1026,2019-04-17,2019-04-20,서울.인천.경기,맑음,0.0,25925799
1027,2019-04-17,2019-04-20,충청북도,맑음,0.0,1600007
1028,2019-04-17,2019-04-20,충청남도,맑음,0.0,2123709
1029,2019-04-17,2019-04-20,강원영서,맑음,0.0,770751
1030,2019-04-17,2019-04-20,강원영동,맑음,0.0,770751
1031,2019-04-17,2019-04-20,전라북도,맑음,0.0,1818917
1032,2019-04-17,2019-04-20,전라남도,맑음,0.0,1868745
1033,2019-04-17,2019-04-20,경상북도,맑음,0.0,2665836
1034,2019-04-17,2019-04-20,경상남도,맑음,0.0,3362553
1035,2019-04-18,2019-04-21,서울.인천.경기,구름많음,0.0,25925799
1036,2019-04-18,2019-04-21,충청북도,구름많음,0.0,1600007
1037,2019-04-18,2019-04-21,충청남도,구름많음,0.0,2123709
1038,2019-04-18,2019-04-21,강원영서,구름많음,0.0,770751
1039,2019-04-18,2019-04-21,강원영동,구름많음,0.0,770751
1040,2019-04-18,2019-04-21,전라북도,구름많음,0.0,1818917
1041,2019-04-18,2019-04-21,전라남도,구름많음,0.0,1868745
1042,2019-04-18,2019-04-21,경상북도,구름많음,0.0,2665836
1043,2019-04-18,2019-04-21,경상남도,구름많음,0.0,3362553
1044,2019-04-19,2019-04-22,서울.인천.경기,맑음,0.0,25925799
1045,2019-04-19,2019-04-22,충청북도,맑음,0.0,1600007
1046,2019-04-19,2019-04-22,충청남도,맑음,0.0,2123709
1047,2019-04-19,2019-04-22,강원영서,맑음,0.0,770751
1048,2019-04-19,2019-04-22,강원영동,맑음,0.0,770751
1049,2019-04-19,2019-04-22,전라북도,맑음,0.0,1818917
1050,2019-04-19,2019-04-22,전라남도,맑음,0.0,1868745
1051,2019-04-19,2019-04-22,경상북도,맑음,0.0,2665836
1052,2019-04-19,2019-04-22,경상남도,맑음,0.0,3362553
1053,2019-04-20,2019-04-23,서울.인천.경기,맑음,0.0,25925799
1054,2019-04-20,2019-04-23,충청북도,구름많음,0.0,1600007
1055,2019-04-20,2019-04-23,충청남도,구름많음,0.0,2123709
1056,2019-04-20,2019-04-23,강원영서,맑음,0.0,770751
1057,2019-04-20,2019-04-23,강원영동,맑음,0.0,770751
1058,2019-04-20,2019-04-23,전라북도,구름많음,0.0,1818917
1059,2019-04-20,2019-04-23,전라남도,구름많음,0.0,1868745
1060,2019-04-20,2019-04-23,경상북도,구름많음,0.0,2665836
1061,2019-04-20,2019-04-23,경상남도,구름많음,0.0,3362553
1062,2019-04-21,2019-04-24,서울.인천.경기,흐리고 비,0.0,25925799
1063,2019-04-21,2019-04-24,충청북도,흐리고 비,0.0,1600007
1064,2019-04-21,2019-04-24,충청남도,흐리고 비,0.0,2123709
1065,2019-04-21,2019-04-24,강원영서,흐리고 비,0.0,770751
1066,2019-04-21,2019-04-24,강원영동,흐리고 비,0.0,770751
1067,2019-04-21,2019-04-24,전라북도,흐리고 비,0.0,1818917
1068,2019-04-21,2019-04-24,전라남도,흐리고 비,0.0,1868745
1069,2019-04-21,2019-04-24,경상북도,흐리고 비,0.0,2665836
1070,2019-04-21,2019-04-24,경상남도,흐리고 비,0.0,3362553
1071,2019-04-22,2019-04-25,서울.인천.경기,구름많음,0.0,25925799
1072,2019-04-22,2019-04-25,충청북도,구름많음,0.0,1600007
1073,2019-04-22,2019-04-25,충청남도,구름많음,0.0,2123709
1074,2019-04-22,2019-04-25,강원영서,구름많음,0.0,770751
1075,2019-04-22,2019-04-25,강원영동,구름많음,0.0,770751
1076,2019-04-22,2019-04-25,전라북도,구름많음,0.0,1818917
1077,2019-04-22,2019-04-25,전라남도,구름많음,0.0,1868745
1078,2019-04-22,2019-04-25,경상북도,구름많음,0.0,2665836
1079,2019-04-22,2019-04-25,경상남도,구름많음,0.0,3362553
1080,2019-04-23,2019-04-26,서울.인천.경기,구름많고 비,0.0,25925799
1081,2019-04-23,2019-04-26,충청북도,구름많고 비,0.0,1600007
1082,2019-04-23,2019-04-26,충청남도,구름많고 비,0.0,2123709
1083,2019-04-23,2019-04-26,강원영서,구름많고 비,0.0,770751
1084,2019-04-23,2019-04-26,강원영동,구름많고 비,0.0,770751
1085,2019-04-23,2019-04-26,전라북도,구름많고 비,0.0,1818917
1086,2019-04-23,2019-04-26,전라남도,구름많고 비,0.0,1868745
1087,2019-04-23,2019-04-26,경상북도,구름많고 비,0.0,2665836
1088,2019-04-23,2019-04-26,경상남도,구름많고 비,0.0,3362553
1089,2019-04-24,2019-04-27,서울.인천.경기,맑음,0.0,25925799
1090,2019-04-24,2019-04-27,충청북도,맑음,0.0,1600007
1091,2019-04-24,2019-04-27,충청남도,맑음,0.0,2123709
1092,2019-04-24,2019-04-27,강원영서,맑음,0.0,770751
1093,2019-04-24,2019-04-27,강원영동,맑음,0.0,770751
1094,2019-04-24,2019-04-27,전라북도,맑음,0.0,1818917
1095,2019-04-24,2019-04-27,전라남도,맑음,0.0,1868745
1096,2019-04-24,2019-04-27,경상북도,맑음,0.0,2665836
1097,2019-04-24,2019-04-27,경상남도,맑음,0.0,3362553
1098,2019-04-25,2019-04-28,서울.인천.경기,구름많음,0.0,25925799
1099,2019-04-25,2019-04-28,충청북도,구름많음,0.0,1600007
1100,2019-04-25,2019-04-28,충청남도,구름많음,0.0,2123709
1101,2019-04-25,2019-04-28,강원영서,구름많음,0.0,770751
1102,2019-04-25,2019-04-28,강원영동,구름많음,0.0,770751
1103,2019-04-25,2019-04-28,전라북도,구름많음,0.0,1818917
1104,2019-04-25,2019-04-28,전라남도,구름많음,0.0,1868745
1105,2019-04-25,2019-04-28,경상북도,구름많음,0.0,2665836
1106,2019-04-25,2019-04-28,경상남도,구름많음,0.0,3362553
1107,2019-04-26,2019-04-29,서울.인천.경기,구름많음,0.0,25925799
1108,2019-04-26,2019-04-29,충청북도,흐리고 비,0.0,1600007
1109,2019-04-26,2019-04-29,충청남도,흐리고 비,0.0,2123709
1110,2019-04-26,2019-04-29,강원영서,구름많음,0.0,770751
1111,2019-04-26,2019-04-29,강원영동,구름많음,0.0,770751
1112,2019-04-26,2019-04-29,전라북도,흐리고 비,0.0,1818917
1113,2019-04-26,2019-04-29,전라남도,흐리고 비,0.0,1868745
1114,2019-04-26,2019-04-29,경상북도,흐리고 비,0.0,2665836
1115,2019-04-26,2019-04-29,경상남도,흐리고 비,0.0,3362553
1116,2019-04-27,2019-04-30,서울.인천.경기,구름많음,0.0,25925799
1117,2019-04-27,2019-04-30,충청북도,구름많음,0.0,1600007
1118,2019-04-27,2019-04-30,충청남도,구름많음,0.0,2123709
1119,2019-04-27,2019-04-30,강원영서,구름많음,0.0,770751
1120,2019-04-27,2019-04-30,강원영동,구름많음,0.0,770751
1121,2019-04-27,2019-04-30,전라북도,구름많음,0.0,1818917
1122,2019-04-27,2019-04-30,전라남도,구름많음,0.0,1868745
1123,2019-04-27,2019-04-30,경상북도,구름많음,0.0,2665836
1124,2019-04-27,2019-04-30,경상남도,구름많음,0.0,3362553
1125,2019-04-28,2019-05-01,서울.인천.경기,구름많음,0.0,25925799
1126,2019-04-28,2019-05-01,충청북도,구름많음,0.0,1600007
1127,2019-04-28,2019-05-01,충청남도,구름많음,0.0,2123709
1128,2019-04-28,2019-05-01,강원영서,구름많음,0.0,770751
1129,2019-04-28,2019-05-01,강원영동,구름많음,0.0,770751
1130,2019-04-28,2019-05-01,전라북도,구름많음,0.0,1818917
1131,2019-04-28,2019-05-01,전라남도,구름많음,0.0,1868745
1132,2019-04-28,2019-05-01,경상북도,구름많음,0.0,2665836
1133,2019-04-28,2019-05-01,경상남도,구름많음,0.0,3362553
1134,2019-04-29,2019-05-02,서울.인천.경기,맑음,0.0,25925799
1135,2019-04-29,2019-05-02,충청북도,구름많음,0.0,1600007
1136,2019-04-29,2019-05-02,충청남도,구름많음,0.0,2123709
1137,2019-04-29,2019-05-02,강원영서,맑음,0.0,770751
1138,2019-04-29,2019-05-02,강원영동,맑음,0.0,770751
1139,2019-04-29,2019-05-02,전라북도,구름많음,0.0,1818917
1140,2019-04-29,2019-05-02,전라남도,구름많음,0.0,1868745
1141,2019-04-29,2019-05-02,경상북도,구름많음,0.0,2665836
1142,2019-04-29,2019-05-02,경상남도,구름많음,0.0,3362553
1143,2019-04-30,2019-05-03,서울.인천.경기,맑음,0.0,25925799
1144,2019-04-30,2019-05-03,충청북도,맑음,0.0,1600007
1145,2019-04-30,2019-05-03,충청남도,맑음,0.0,2123709
1146,2019-04-30,2019-05-03,강원영서,맑음,0.0,770751
1147,2019-04-30,2019-05-03,강원영동,맑음,0.0,770751
1148,2019-04-30,2019-05-03,전라북도,맑음,0.0,1818917
1149,2019-04-30,2019-05-03,전라남도,맑음,0.0,1868745
1150,2019-04-30,2019-05-03,경상북도,맑음,0.0,2665836
1151,2019-04-30,2019-05-03,경상남도,맑음,0.0,3362553
1152,2019-05-01,2019-05-04,서울.인천.경기,맑음,0.0,25925799
1153,2019-05-01,2019-05-04,충청북도,맑음,0.0,1600007
1154,2019-05-01,2019-05-04,충청남도,맑음,0.0,2123709
1155,2019-05-01,2019-05-04,강원영서,맑음,0.0,770751
1156,2019-05-01,2019-05-04,강원영동,맑음,0.0,770751
1157,2019-05-01,2019-05-04,전라북도,맑음,0.0,1818917
1158,2019-05-01,2019-05-04,전라남도,맑음,0.0,1868745
1159,2019-05-01,2019-05-04,경상북도,맑음,0.0,2665836
1160,2019-05-01,2019-05-04,경상남도,맑음,0.0,3362553
1161,2019-05-02,2019-05-05,서울.인천.경기,구름많음,20.0,25925799
1162,2019-05-02,2019-05-05,충청북도,구름많음,20.0,1600007
1163,2019-05-02,2019-05-05,충청남도,구름많음,20.0,2123709
1164,2019-05-02,2019-05-05,강원영서,구름많음,20.0,770751
1165,2019-05-02,2019-05-05,강원영동,구름많음,20.0,770751
1166,2019-05-02,2019-05-05,전라북도,맑음,10.0,1818917
1167,2019-05-02,2019-05-05,전라남도,맑음,10.0,1868745
1168,2019-05-02,2019-05-05,경상북도,맑음,10.0,2665836
1169,2019-05-02,2019-05-05,경상남도,맑음,10.0,3362553
1170,2019-05-03,2019-05-06,서울.인천.경기,구름많음,30.0,25925799
1171,2019-05-03,2019-05-06,충청북도,구름많음,30.0,1600007
1172,2019-05-03,2019-05-06,충청남도,구름많음,30.0,2123709
1173,2019-05-03,2019-05-06,강원영서,구름많음,30.0,770751
1174,2019-05-03,2019-05-06,강원영동,구름많음,30.0,770751
1175,2019-05-03,2019-05-06,전라북도,구름많음,20.0,1818917
1176,2019-05-03,2019-05-06,전라남도,구름많음,20.0,1868745
1177,2019-05-03,2019-05-06,경상북도,구름많음,30.0,2665836
1178,2019-05-03,2019-05-06,경상남도,구름많음,20.0,3362553
1179,2019-05-04,2019-05-07,서울.인천.경기,맑음,0.0,25925799
1180,2019-05-04,2019-05-07,충청북도,맑음,0.0,1600007
1181,2019-05-04,2019-05-07,충청남도,맑음,0.0,2123709
1182,2019-05-04,2019-05-07,강원영서,맑음,0.0,770751
1183,2019-05-04,2019-05-07,강원영동,맑음,0.0,770751
1184,2019-05-04,2019-05-07,전라북도,맑음,0.0,1818917
1185,2019-05-04,2019-05-07,전라남도,맑음,0.0,1868745
1186,2019-05-04,2019-05-07,경상북도,맑음,0.0,2665836
1187,2019-05-04,2019-05-07,경상남도,맑음,0.0,3362553
1188,2019-05-05,2019-05-08,서울.인천.경기,맑음,0.0,25925799
1189,2019-05-05,2019-05-08,충청북도,맑음,0.0,1600007
1190,2019-05-05,2019-05-08,충청남도,맑음,0.0,2123709
1191,2019-05-05,2019-05-08,강원영서,맑음,0.0,770751
1192,2019-05-05,2019-05-08,강원영동,맑음,0.0,770751
1193,2019-05-05,2019-05-08,전라북도,맑음,0.0,1818917
1194,2019-05-05,2019-05-08,전라남도,맑음,0.0,1868745
1195,2019-05-05,2019-05-08,경상북도,맑음,0.0,2665836
1196,2019-05-05,2019-05-08,경상남도,맑음,0.0,3362553
1197,2019-05-06,2019-05-09,서울.인천.경기,맑음,10.0,25925799
1198,2019-05-06,2019-05-09,충청북도,맑음,10.0,1600007
1199,2019-05-06,2019-05-09,충청남도,맑음,10.0,2123709
1200,2019-05-06,2019-05-09,강원영서,맑음,10.0,770751
1201,2019-05-06,2019-05-09,강원영동,맑음,10.0,770751
1202,2019-05-06,2019-05-09,전라북도,맑음,10.0,1818917
1203,2019-05-06,2019-05-09,전라남도,맑음,10.0,1868745
1204,2019-05-06,2019-05-09,경상북도,맑음,10.0,2665836
1205,2019-05-06,2019-05-09,경상남도,맑음,10.0,3362553
1206,2019-05-07,2019-05-10,서울.인천.경기,맑음,0.0,25925799
1207,2019-05-07,2019-05-10,충청북도,맑음,0.0,1600007
1208,2019-05-07,2019-05-10,충청남도,맑음,0.0,2123709
1209,2019-05-07,2019-05-10,강원영서,맑음,0.0,770751
1210,2019-05-07,2019-05-10,강원영동,맑음,0.0,770751
1211,2019-05-07,2019-05-10,전라북도,맑음,0.0,1818917
1212,2019-05-07,2019-05-10,전라남도,맑음,0.0,1868745
1213,2019-05-07,2019-05-10,경상북도,맑음,0.0,2665836
1214,2019-05-07,2019-05-10,경상남도,맑음,0.0,3362553
1215,2019-05-08,2019-05-11,서울.인천.경기,맑음,10.0,25925799
1216,2019-05-08,2019-05-11,충청북도,맑음,10.0,1600007
1217,2019-05-08,2019-05-11,충청남도,맑음,10.0,2123709
1218,2019-05-08,2019-05-11,강원영서,맑음,10.0,770751
1219,2019-05-08,2019-05-11,강원영동,맑음,10.0,770751
1220,2019-05-08,2019-05-11,전라북도,맑음,10.0,1818917
1221,2019-05-08,2019-05-11,전라남도,맑음,10.0,1868745
1222,2019-05-08,2019-05-11,경상북도,맑음,10.0,2665836
1223,2019-05-08,2019-05-11,경상남도,맑음,10.0,3362553
1224,2019-05-09,2019-05-12,서울.인천.경기,맑음,0.0,25925799
1225,2019-05-09,2019-05-12,충청북도,맑음,0.0,1600007
1226,2019-05-09,2019-05-12,충청남도,맑음,0.0,2123709
1227,2019-05-09,2019-05-12,강원영서,맑음,0.0,770751
1228,2019-05-09,2019-05-12,강원영동,맑음,10.0,770751
1229,2019-05-09,2019-05-12,전라북도,맑음,0.0,1818917
1230,2019-05-09,2019-05-12,전라남도,맑음,0.0,1868745
1231,2019-05-09,2019-05-12,경상북도,맑음,0.0,2665836
1232,2019-05-09,2019-05-12,경상남도,맑음,0.0,3362553
1233,2019-05-10,2019-05-13,서울.인천.경기,맑음,10.0,25925799
1234,2019-05-10,2019-05-13,충청북도,맑음,10.0,1600007
1235,2019-05-10,2019-05-13,충청남도,맑음,10.0,2123709
1236,2019-05-10,2019-05-13,강원영서,맑음,10.0,770751
1237,2019-05-10,2019-05-13,강원영동,맑음,10.0,770751
1238,2019-05-10,2019-05-13,전라북도,맑음,10.0,1818917
1239,2019-05-10,2019-05-13,전라남도,맑음,10.0,1868745
1240,2019-05-10,2019-05-13,경상북도,맑음,10.0,2665836
1241,2019-05-10,2019-05-13,경상남도,맑음,10.0,3362553
1242,2019-05-11,2019-05-14,서울.인천.경기,맑음,10.0,25925799
1243,2019-05-11,2019-05-14,충청북도,맑음,10.0,1600007
1244,2019-05-11,2019-05-14,충청남도,맑음,10.0,2123709
1245,2019-05-11,2019-05-14,강원영서,맑음,10.0,770751
1246,2019-05-11,2019-05-14,강원영동,맑음,10.0,770751
1247,2019-05-11,2019-05-14,전라북도,맑음,10.0,1818917
1248,2019-05-11,2019-05-14,전라남도,구름많음,30.0,1868745
1249,2019-05-11,2019-05-14,경상북도,맑음,10.0,2665836
1250,2019-05-11,2019-05-14,경상남도,구름많음,30.0,3362553
1251,2019-05-12,2019-05-15,서울.인천.경기,맑음,10.0,25925799
1252,2019-05-12,2019-05-15,충청북도,맑음,10.0,1600007
1253,2019-05-12,2019-05-15,충청남도,맑음,10.0,2123709
1254,2019-05-12,2019-05-15,강원영서,맑음,10.0,770751
1255,2019-05-12,2019-05-15,강원영동,맑음,10.0,770751
1256,2019-05-12,2019-05-15,전라북도,맑음,10.0,1818917
1257,2019-05-12,2019-05-15,전라남도,맑음,10.0,1868745
1258,2019-05-12,2019-05-15,경상북도,맑음,10.0,2665836
1259,2019-05-12,2019-05-15,경상남도,구름많음,30.0,3362553
1260,2019-05-13,2019-05-16,서울.인천.경기,맑음,10.0,25925799
1261,2019-05-13,2019-05-16,충청북도,맑음,10.0,1600007
1262,2019-05-13,2019-05-16,충청남도,맑음,10.0,2123709
1263,2019-05-13,2019-05-16,강원영서,맑음,10.0,770751
1264,2019-05-13,2019-05-16,강원영동,맑음,10.0,770751
1265,2019-05-13,2019-05-16,전라북도,구름많음,30.0,1818917
1266,2019-05-13,2019-05-16,전라남도,구름많음,30.0,1868745
1267,2019-05-13,2019-05-16,경상북도,구름많음,30.0,2665836
1268,2019-05-13,2019-05-16,경상남도,구름많음,30.0,3362553
1269,2019-05-14,2019-05-17,서울.인천.경기,맑음,10.0,25925799
1270,2019-05-14,2019-05-17,충청북도,맑음,10.0,1600007
1271,2019-05-14,2019-05-17,충청남도,맑음,10.0,2123709
1272,2019-05-14,2019-05-17,강원영서,맑음,10.0,770751
1273,2019-05-14,2019-05-17,강원영동,맑음,10.0,770751
1274,2019-05-14,2019-05-17,전라북도,맑음,10.0,1818917
1275,2019-05-14,2019-05-17,전라남도,맑음,10.0,1868745
1276,2019-05-14,2019-05-17,경상북도,맑음,10.0,2665836
1277,2019-05-14,2019-05-17,경상남도,맑음,10.0,3362553
1278,2019-05-15,2019-05-18,서울.인천.경기,구름많음,30.0,25925799
1279,2019-05-15,2019-05-18,충청북도,구름많음,30.0,1600007
1280,2019-05-15,2019-05-18,충청남도,구름많음,30.0,2123709
1281,2019-05-15,2019-05-18,강원영서,구름많음,30.0,770751
1282,2019-05-15,2019-05-18,강원영동,구름많음,30.0,770751
1283,2019-05-15,2019-05-18,전라북도,구름많음,30.0,1818917
1284,2019-05-15,2019-05-18,전라남도,흐리고 비,60.0,1868745
1285,2019-05-15,2019-05-18,경상북도,구름많음,30.0,2665836
1286,2019-05-15,2019-05-18,경상남도,구름많음,30.0,3362553
1287,2019-05-16,2019-05-19,서울.인천.경기,맑음,10.0,25925799
1288,2019-05-16,2019-05-19,충청북도,맑음,10.0,1600007
1289,2019-05-16,2019-05-19,충청남도,맑음,10.0,2123709
1290,2019-05-16,2019-05-19,강원영서,맑음,10.0,770751
1291,2019-05-16,2019-05-19,강원영동,맑음,10.0,770751
1292,2019-05-16,2019-05-19,전라북도,구름많음,30.0,1818917
1293,2019-05-16,2019-05-19,전라남도,구름많음,30.0,1868745
1294,2019-05-16,2019-05-19,경상북도,구름많음,30.0,2665836
1295,2019-05-16,2019-05-19,경상남도,구름많음,30.0,3362553
1296,2019-05-17,2019-05-20,서울.인천.경기,흐리고 비,70.0,25925799
1297,2019-05-17,2019-05-20,충청북도,흐리고 비,70.0,1600007
1298,2019-05-17,2019-05-20,충청남도,흐리고 비,70.0,2123709
1299,2019-05-17,2019-05-20,강원영서,흐리고 비,70.0,770751
1300,2019-05-17,2019-05-20,강원영동,구름많고 비,60.0,770751
1301,2019-05-17,2019-05-20,전라북도,흐리고 비,60.0,1818917
1302,2019-05-17,2019-05-20,전라남도,흐리고 비,60.0,1868745
1303,2019-05-17,2019-05-20,경상북도,흐리고 비,70.0,2665836
1304,2019-05-17,2019-05-20,경상남도,흐리고 비,70.0,3362553
1305,2019-05-18,2019-05-21,서울.인천.경기,맑음,10.0,25925799
1306,2019-05-18,2019-05-21,충청북도,맑음,10.0,1600007
1307,2019-05-18,2019-05-21,충청남도,맑음,10.0,2123709
1308,2019-05-18,2019-05-21,강원영서,맑음,10.0,770751
1309,2019-05-18,2019-05-21,강원영동,맑음,10.0,770751
1310,2019-05-18,2019-05-21,전라북도,맑음,10.0,1818917
1311,2019-05-18,2019-05-21,전라남도,맑음,10.0,1868745
1312,2019-05-18,2019-05-21,경상북도,맑음,10.0,2665836
1313,2019-05-18,2019-05-21,경상남도,맑음,10.0,3362553
1314,2019-05-19,2019-05-22,서울.인천.경기,맑음,10.0,25925799
1315,2019-05-19,2019-05-22,충청북도,맑음,10.0,1600007
1316,2019-05-19,2019-05-22,충청남도,맑음,10.0,2123709
1317,2019-05-19,2019-05-22,강원영서,맑음,10.0,770751
1318,2019-05-19,2019-05-22,강원영동,맑음,10.0,770751
1319,2019-05-19,2019-05-22,전라북도,맑음,10.0,1818917
1320,2019-05-19,2019-05-22,전라남도,맑음,10.0,1868745
1321,2019-05-19,2019-05-22,경상북도,맑음,10.0,2665836
1322,2019-05-19,2019-05-22,경상남도,맑음,10.0,3362553
1323,2019-05-20,2019-05-23,서울.인천.경기,맑음,0.0,25925799
1324,2019-05-20,2019-05-23,충청북도,맑음,0.0,1600007
1325,2019-05-20,2019-05-23,충청남도,맑음,0.0,2123709
1326,2019-05-20,2019-05-23,강원영서,맑음,0.0,770751
1327,2019-05-20,2019-05-23,강원영동,맑음,0.0,770751
1328,2019-05-20,2019-05-23,전라북도,맑음,0.0,1818917
1329,2019-05-20,2019-05-23,전라남도,맑음,0.0,1868745
1330,2019-05-20,2019-05-23,경상북도,맑음,0.0,2665836
1331,2019-05-20,2019-05-23,경상남도,맑음,0.0,3362553
1332,2019-05-21,2019-05-24,서울.인천.경기,맑음,0.0,25925799
1333,2019-05-21,2019-05-24,충청북도,맑음,0.0,1600007
1334,2019-05-21,2019-05-24,충청남도,맑음,0.0,2123709
1335,2019-05-21,2019-05-24,강원영서,맑음,0.0,770751
1336,2019-05-21,2019-05-24,강원영동,맑음,0.0,770751
1337,2019-05-21,2019-05-24,전라북도,맑음,0.0,1818917
1338,2019-05-21,2019-05-24,전라남도,맑음,0.0,1868745
1339,2019-05-21,2019-05-24,경상북도,맑음,0.0,2665836
1340,2019-05-21,2019-05-24,경상남도,맑음,0.0,3362553
1341,2019-05-22,2019-05-25,서울.인천.경기,맑음,10.0,25925799
1342,2019-05-22,2019-05-25,충청북도,맑음,10.0,1600007
1343,2019-05-22,2019-05-25,충청남도,맑음,10.0,2123709
1344,2019-05-22,2019-05-25,강원영서,맑음,10.0,770751
1345,2019-05-22,2019-05-25,강원영동,맑음,10.0,770751
1346,2019-05-22,2019-05-25,전라북도,맑음,10.0,1818917
1347,2019-05-22,2019-05-25,전라남도,맑음,10.0,1868745
1348,2019-05-22,2019-05-25,경상북도,맑음,10.0,2665836
1349,2019-05-22,2019-05-25,경상남도,맑음,10.0,3362553
1350,2019-05-23,2019-05-26,서울.인천.경기,맑음,10.0,25925799
1351,2019-05-23,2019-05-26,충청북도,맑음,10.0,1600007
1352,2019-05-23,2019-05-26,충청남도,맑음,10.0,2123709
1353,2019-05-23,2019-05-26,강원영서,맑음,10.0,770751
1354,2019-05-23,2019-05-26,강원영동,맑음,10.0,770751
1355,2019-05-23,2019-05-26,전라북도,맑음,10.0,1818917
1356,2019-05-23,2019-05-26,전라남도,맑음,10.0,1868745
1357,2019-05-23,2019-05-26,경상북도,맑음,10.0,2665836
1358,2019-05-23,2019-05-26,경상남도,맑음,10.0,3362553
