,방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액
523,1591465200000,20,100322,201024,피시원 국내산 손질 갑오징어 9팩,농수축," 49,900 ",46028296.0
524,1591467600000,20,100691,202053,휴렉 음식물처리기,무형, - ,0.0
525,1591468800000,20,100691,202053,휴렉 음식물처리기,무형, - ,0.0
526,1591470000000,20,100691,202053,휴렉 음식물처리기,무형, - ,0.0
527,1591471200000,20,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전," 499,900 ",22694104.0
528,1591472400000,20,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전," 499,900 ",22694104.0
529,1591473600000,20,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전," 499,900 ",22964540.0
530,1591474800000,20,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전," 2,230,000 ",27302078.0
531,1591474800000,20,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전," 2,100,000 ",26194412.0
532,1591474800000,20,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전," 1,590,000 ",21859070.0
533,1591474800000,20,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전," 1,500,000 ",21110334.0
534,1591474800000,20,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전," 1,170,000 ",18436584.0
535,1591474800000,20,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전," 1,100,000 ",18035012.0
536,1591476000000,20,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전," 2,230,000 ",27302078.0
537,1591476000000,20,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전," 2,100,000 ",26194412.0
538,1591476000000,20,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전," 1,590,000 ",21859070.0
539,1591476000000,20,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전," 1,500,000 ",21110334.0
540,1591476000000,20,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전," 1,170,000 ",18436584.0
541,1591476000000,20,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전," 1,100,000 ",18035012.0
542,1591477200000,20,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전," 2,230,000 ",27477950.0
543,1591477200000,20,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전," 2,100,000 ",26370296.0
544,1591477200000,20,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전," 1,590,000 ",22067394.0
545,1591477200000,20,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전," 1,500,000 ",21336276.0
546,1591477200000,20,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전," 1,170,000 ",18665312.0
547,1591477200000,20,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전," 1,100,000 ",18273902.0
548,1591478400000,20,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전," 449,000 ",22748404.0
549,1591478400000,20,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전," 749,000 ",21783264.0
550,1591479600000,20,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전," 449,000 ",22748404.0
551,1591479600000,20,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전," 749,000 ",21783264.0
552,1591480800000,20,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전," 449,000 ",22798246.0
553,1591480800000,20,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전," 749,000 ",22239994.0
554,1591482000000,20,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",21554432.0
555,1591482000000,20,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",20422352.0
556,1591483200000,20,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",21554432.0
557,1591483200000,20,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",20422352.0
558,1591484400000,20,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",21783162.0
559,1591484400000,20,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",20651080.0
560,1591485600000,20,100203,200705,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구," 699,000 ",23606174.0
561,1591485600000,20,100203,200689,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구," 749,000 ",22703614.0
562,1591485600000,20,100203,200709,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구," 899,000 ",19995898.0
563,1591485600000,20,100203,200693,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구," 949,000 ",19148744.0
564,1591485600000,20,100203,200713,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구," 1,199,000 ",19304878.0
565,1591485600000,20,100203,200697,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구," 1,249,000 ",19741438.0
566,1591486800000,20,100203,200705,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구," 699,000 ",23606174.0
567,1591486800000,20,100203,200689,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구," 749,000 ",22703614.0
568,1591486800000,20,100203,200709,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구," 899,000 ",19995898.0
569,1591486800000,20,100203,200693,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구," 949,000 ",19148744.0
570,1591486800000,20,100203,200713,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구," 1,199,000 ",19304878.0
571,1591486800000,20,100203,200697,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구," 1,249,000 ",19741438.0
572,1591488000000,20,100203,200705,(일)[보루네오] 피올레 천연소가죽 소파 3인용,가구," 699,000 ",24069792.0
573,1591488000000,20,100203,200689,(무)[보루네오] 피올레 천연소가죽 소파 3인용,가구," 749,000 ",23167212.0
574,1591488000000,20,100203,200709,(일)[보루네오] 피올레 천연소가죽 소파 4인용,가구," 899,000 ",20459520.0
575,1591488000000,20,100203,200693,(무)[보루네오] 피올레 천연소가죽 소파 4인용,가구," 949,000 ",19556944.0
576,1591488000000,20,100203,200713,(일)[보루네오] 피올레 천연소가죽 소파 6인용,가구," 1,199,000 ",19383436.0
577,1591488000000,20,100203,200697,(무)[보루네오] 피올레 천연소가죽 소파 6인용,가구," 1,249,000 ",19820000.0
578,1591489200000,20,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용," 39,900 ",29769670.0
579,1591490400000,20,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용," 39,900 ",29769670.0
580,1591491600000,20,100773,202259,엘렌실라 그린 에너지 썬스틱(6+박스마스크),이미용," 39,900 ",22903166.0
581,1591492800000,20,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화," 119,000 ",24576886.0
582,1591494000000,16,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화," 119,000 ",20526840.0
583,1591495200000,20,100526,201596,소노비 줄리엣 소가죽 토트백 1종+투숄더 버킷백 1종,잡화," 119,000 ",24396982.0
584,1591510800000,20,100726,202123,자연감성 남성 트렁크+반팔상하세트,속옷," 69,900 ",21293402.0
585,1591510800000,20,100726,202120,자연감성 남성 드로즈+반팔상하세트,속옷," 69,900 ",21293402.0
586,1591510800000,20,100726,202121,자연감성 남성 런닝+반팔상하세트,속옷," 69,900 ",21293402.0
587,1591512000000,20,100726,202123,자연감성 남성 트렁크+반팔상하세트,속옷," 69,900 ",21293402.0
588,1591512000000,20,100726,202120,자연감성 남성 드로즈+반팔상하세트,속옷," 69,900 ",21293402.0
589,1591512000000,20,100726,202121,자연감성 남성 런닝+반팔상하세트,속옷," 69,900 ",21293402.0
590,1591513200000,20,100726,202123,자연감성 남성 트렁크+반팔상하세트,속옷," 69,900 ",23482258.0
591,1591513200000,20,100726,202120,자연감성 남성 드로즈+반팔상하세트,속옷," 69,900 ",23482258.0
592,1591513200000,20,100726,202121,자연감성 남성 런닝+반팔상하세트,속옷," 69,900 ",23482258.0
593,1591514400000,30,100037,200092,프라다 숄더 버킷백,잡화," 990,000 ",35412244.0
594,1591514400000,30,100037,200096,프라다 탑핸들 토트 숄더백,잡화," 1,330,000 ",31057970.0
595,1591514400000,30,100037,200079,프라다 레터링 카메라백,잡화," 1,090,000 ",35390304.0
596,1591514400000,30,100037,200083,프라다 비텔로 삼각로고 크로스백,잡화," 1,190,000 ",33585160.0
597,1591514400000,30,100037,200099,프라다 테스토 삼각로고 크로스백,잡화," 790,000 ",34244372.0
598,1591514400000,30,100039,200072,버버리 엘모어 체크 장지갑,잡화," 690,000 ",33611764.0
599,1591514400000,30,100037,200074,톰포드 선글라스,잡화," 238,000 ",36231736.0
600,1591516200000,30,100037,200092,프라다 숄더 버킷백,잡화," 990,000 ",35412244.0
601,1591516200000,30,100037,200096,프라다 탑핸들 토트 숄더백,잡화," 1,330,000 ",31057970.0
602,1591516200000,30,100037,200079,프라다 레터링 카메라백,잡화," 1,090,000 ",35390304.0
603,1591516200000,30,100037,200083,프라다 비텔로 삼각로고 크로스백,잡화," 1,190,000 ",33585160.0
604,1591516200000,30,100037,200099,프라다 테스토 삼각로고 크로스백,잡화," 790,000 ",34244372.0
605,1591516200000,30,100039,200072,버버리 엘모어 체크 장지갑,잡화," 690,000 ",33611764.0
606,1591516200000,30,100037,200074,톰포드 선글라스,잡화," 238,000 ",36231736.0
607,1591518000000,20,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 129,000 ",20007514.0
608,1591518000000,20,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 119,000 ",19925790.0
609,1591519200000,20,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 129,000 ",20007514.0
610,1591519200000,20,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 119,000 ",19925794.0
611,1591520400000,20,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 129,000 ",20508922.0
612,1591520400000,20,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 119,000 ",20862390.0
613,1591521600000,20,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전," 499,900 ",25780718.0
614,1591522800000,20,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전," 499,900 ",25780718.0
615,1591524000000,20,100150,200426,LG전자 통돌이 세탁기 TR14WK1(화이트),가전," 499,900 ",26605222.0
616,1591525200000,20,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",22589722.0
617,1591525200000,20,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",21702550.0
618,1591526400000,20,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",22589722.0
619,1591526400000,20,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",21702550.0
620,1591527600000,20,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",22374206.0
621,1591527600000,20,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",21989312.0
622,1591528800000,20,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전," 449,000 ",28807054.0
623,1591528800000,20,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전," 749,000 ",23302864.0
624,1591530000000,20,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전," 449,000 ",28807054.0
625,1591530000000,20,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전," 749,000 ",23302864.0
626,1591531200000,20,100290,202241,클라쎄 벽걸이 에어컨 MKRA06DTB,가전," 449,000 ",29706778.0
627,1591531200000,20,100290,202244,클라쎄 벽걸이 에어컨 TDOZ-S10JK,가전," 749,000 ",23209572.0
628,1591532400000,20,100416,201319,코몽트 남성 티셔츠 8종(시즌1),의류," 39,900 ",34419144.0
629,1591533600000,20,100416,201319,코몽트 남성 티셔츠 8종(시즌1),의류," 39,900 ",34419144.0
630,1591534800000,20,100416,201319,코몽트 남성 티셔츠 8종(시즌1),의류," 39,900 ",34194090.0
631,1591536000000,30,100037,200092,프라다 숄더 버킷백,잡화," 990,000 ",34519410.0
632,1591536000000,30,100037,200079,프라다 레터링 카메라백,잡화," 1,090,000 ",35152028.0
633,1591536000000,30,100037,200083,프라다 비텔로 삼각로고 크로스백,잡화," 1,190,000 ",35347110.0
634,1591536000000,30,100037,200099,프라다 테스토 삼각로고 크로스백,잡화," 790,000 ",33450614.0
635,1591536000000,30,100036,200067,구찌 마이크로씨마 투웨이백,잡화," 1,790,000 ",29382866.0
636,1591536000000,30,100036,200064,구찌 마이크로 씨마 GG플랩 2단 장지갑,잡화," 750,000 ",33770364.0
637,1591536000000,30,100038,200060,구찌 더블G 오버 선글라스,잡화," 458,000 ",37779750.0
638,1591536000000,30,100037,200059,구찌 NEW 럭셔리스타 선글라스 GG0232SK,잡화," 158,000 ",27624804.0
639,1591537800000,30,100037,200092,프라다 숄더 버킷백,잡화," 990,000 ",34519410.0
640,1591537800000,30,100037,200079,프라다 레터링 카메라백,잡화," 1,090,000 ",35152028.0
641,1591537800000,30,100037,200083,프라다 비텔로 삼각로고 크로스백,잡화," 1,190,000 ",35347110.0
642,1591537800000,30,100037,200099,프라다 테스토 삼각로고 크로스백,잡화," 790,000 ",33450618.0
643,1591537800000,30,100036,200067,구찌 마이크로씨마 투웨이백,잡화," 1,790,000 ",29382856.0
644,1591537800000,30,100036,200064,구찌 마이크로 씨마 GG플랩 2단 장지갑,잡화," 750,000 ",33770364.0
645,1591537800000,30,100038,200060,구찌 더블G 오버 선글라스,잡화," 458,000 ",37779750.0
646,1591537800000,30,100037,200059,구찌 NEW 럭셔리스타 선글라스 GG0232SK,잡화," 158,000 ",27624804.0
647,1591539600000,20,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전," 2,230,000 ",29362238.0
648,1591539600000,20,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전," 2,100,000 ",28256846.0
649,1591539600000,20,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전," 1,590,000 ",23438058.0
650,1591539600000,20,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전," 1,500,000 ",23208762.0
651,1591539600000,20,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전," 1,170,000 ",22368030.0
652,1591539600000,20,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전," 1,100,000 ",22187806.0
653,1591540800000,20,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전," 2,230,000 ",29362238.0
654,1591540800000,20,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전," 2,100,000 ",28256846.0
655,1591540800000,20,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전," 1,590,000 ",23438058.0
656,1591540800000,20,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전," 1,500,000 ",23208762.0
657,1591540800000,20,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전," 1,170,000 ",22368030.0
658,1591540800000,20,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전," 1,100,000 ",22187806.0
659,1591542000000,20,100575,201699,무이자 삼성 UHDTV 75형  / KU75UT7000FXKR,가전," 2,230,000 ",26422678.0
660,1591542000000,20,100575,201752,일시불 삼성 UHDTV 75형  KU75UT7000FXKR + 삼성 사운드바HW-T450,가전," 2,100,000 ",25315008.0
661,1591542000000,20,100575,201698,무이자 삼성 UHDTV 65형 KU65UT7000FXKR,가전," 1,590,000 ",20969544.0
662,1591542000000,20,100575,201751,일시불 삼성 UHDTV 65형 KU65UT7000FXKR+삼성 사운드 바 / HW-T450,가전," 1,500,000 ",20202696.0
663,1591542000000,20,100575,201697,무이자 삼성 UHDTV 55형 KU55UT7000FXKR+사운드바HW-T450,가전," 1,170,000 ",17450546.0
664,1591542000000,20,100575,201750,일시불 삼성 UHDTV 55형  KU55UT7000FXKR),가전," 1,100,000 ",16994328.0
665,1591543200000,20,100073,200195,삼성화재 행복한파트너 주택상해윤전자(올케어),무형, - ,0.0
666,1591544400000,20,100073,200195,삼성화재 행복한파트너 주택상해윤전자(올케어),무형, - ,0.0
667,1591545600000,20,100073,200195,삼성화재 행복한파트너 주택상해윤전자(올케어),무형, - ,0.0
668,1591546800000,20,100012,200020,AAC의 별미김치 3종(v2),농수축," 29,900 ",37983212.0
669,1591548000000,20,100012,200020,AAC의 별미김치 3종(v2),농수축," 29,900 ",37983212.0
670,1591549200000,20,100012,200020,AAC의 별미김치 3종(v2),농수축," 29,900 ",41595436.0
671,1591550400000,20,100590,201808, 신일 창문형 에어컨,생활용품," 599,000 ",21638178.0
672,1591551600000,20,100590,201808, 신일 창문형 에어컨,생활용품," 599,000 ",21638178.0
673,1591552800000,20,100590,201808, 신일 창문형 에어컨,생활용품," 599,000 ",22433154.0
674,1591554000000,20,100253,200863,2020 안동간고등어 20팩,농수축," 30,900 ",45036892.0
675,1591555200000,20,100253,200863,2020 안동간고등어 20팩,농수축," 30,900 ",45036892.0
676,1591556400000,20,100253,200863,2020 안동간고등어 20팩,농수축," 30,900 ",43400670.0
677,1591557600000,20,100205,200723,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구," 548,000 ",22875148.0
678,1591557600000,20,100205,200726,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구," 598,000 ",23063344.0
679,1591557600000,20,100205,200729,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구," 648,000 ",22268082.0
680,1591558800000,20,100205,200723,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구," 548,000 ",22875144.0
681,1591558800000,20,100205,200726,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구," 598,000 ",23063344.0
682,1591558800000,20,100205,200729,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구," 648,000 ",22268082.0
683,1591560000000,20,100205,200723,보루네오 델루나 유로탑 슬라이딩 LED침대 슈퍼싱글,가구," 548,000 ",23215894.0
684,1591560000000,20,100205,200726,보루네오 델루나 유로탑 슬라이딩 LED침대 퀸,가구," 598,000 ",23453496.0
685,1591560000000,20,100205,200729,보루네오 델루나 유로탑 슬라이딩 LED침대 킹,가구," 648,000 ",23063062.0
686,1591561200000,20,100424,201331,프로스펙스 2020 퍼포먼스 드로즈 패키지,속옷," 49,900 ",44066640.0
687,1591561200000,20,100424,201333,프로스펙스 2020 퍼포먼스 트렁크 패키지,속옷," 49,900 ",44066640.0
688,1591561200000,20,100424,201332,프로스펙스 2020 퍼포먼스 런닝 패키지,속옷," 49,900 ",44066640.0
689,1591562400000,20,100424,201331,프로스펙스 2020 퍼포먼스 드로즈 패키지,속옷," 49,900 ",44066640.0
690,1591562400000,20,100424,201333,프로스펙스 2020 퍼포먼스 트렁크 패키지,속옷," 49,900 ",44066640.0
691,1591562400000,20,100424,201332,프로스펙스 2020 퍼포먼스 런닝 패키지,속옷," 49,900 ",44066640.0
692,1591563600000,20,100424,201331,프로스펙스 2020 퍼포먼스 드로즈 패키지,속옷," 49,900 ",41443716.0
693,1591563600000,20,100424,201333,프로스펙스 2020 퍼포먼스 트렁크 패키지,속옷," 49,900 ",41443716.0
694,1591563600000,20,100424,201332,프로스펙스 2020 퍼포먼스 런닝 패키지,속옷," 49,900 ",41443716.0
695,1591564800000,20,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",21328154.0
696,1591564800000,20,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",20193628.0
697,1591566000000,20,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",21328154.0
698,1591566000000,20,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",20193628.0
699,1591567200000,20,100155,200486,무이자 LG전자 매직스페이스 냉장고,가전," 1,499,000 ",21554432.0
700,1591567200000,20,100155,200553,일시불 LG전자 매직스페이스 냉장고,가전," 1,359,000 ",20422352.0
701,1591568400000,20,100148,200421,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 75형 75UN7850KNA,가전," 2,490,000 ",29826016.0
702,1591568400000,20,100148,200418,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 65형 65UN7850KNA,가전," 1,740,000 ",23512892.0
703,1591568400000,20,100148,200415,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 55형 55UN7850KNA,가전," 1,340,000 ",20268718.0
704,1591569600000,20,100148,200421,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 75형 75UN7850KNA,가전," 2,490,000 ",29826016.0
705,1591569600000,20,100148,200418,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 65형 65UN7850KNA,가전," 1,740,000 ",23512892.0
706,1591569600000,20,100148,200415,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 55형 55UN7850KNA,가전," 1,340,000 ",20268718.0
707,1591570800000,20,100148,200421,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 75형 75UN7850KNA,가전," 2,490,000 ",29995814.0
708,1591570800000,20,100148,200418,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 65형 65UN7850KNA,가전," 1,740,000 ",23737796.0
709,1591570800000,20,100148,200415,LG 울트라HD TV AI ThinQ(인공지능 씽큐) 55형 55UN7850KNA,가전," 1,340,000 ",20497442.0
710,1591572000000,20,100633,201943,끌레드벨 킬포어 모공기기관리세트(2세트),이미용," 69,900 ",28900926.0
711,1591573200000,20,100633,201943,끌레드벨 킬포어 모공기기관리세트(2세트),이미용," 69,900 ",28900926.0
712,1591574400000,20,100633,201943,끌레드벨 킬포어 모공기기관리세트(2세트),이미용," 69,900 ",24022306.0
713,1591575600000,20,100311,200994,무이자 파격찬스 굿프렌드  스트레칭 안마 매트 GOOD-A7,생활용품," 208,000 ",19435370.0
714,1591575600000,20,100311,200995,일시불 파격찬스 굿프렌드  스트레칭 안마 매트 GOOD-A7,생활용품," 198,000 ",19291484.0
715,1591576800000,20,100311,200994,무이자 파격찬스 굿프렌드  스트레칭 안마 매트 GOOD-A7,생활용품," 208,000 ",19435370.0
716,1591576800000,20,100311,200995,일시불 파격찬스 굿프렌드  스트레칭 안마 매트 GOOD-A7,생활용품," 198,000 ",19291484.0
717,1591578000000,20,100311,200994,무이자 파격찬스 굿프렌드  스트레칭 안마 매트 GOOD-A7,생활용품," 208,000 ",20014680.0
718,1591578000000,20,100311,200995,일시불 파격찬스 굿프렌드  스트레칭 안마 매트 GOOD-A7,생활용품," 198,000 ",19968724.0
719,1591579200000,20,100824,202426,프리미엄 클린샤워,이미용," 49,900 ",22984134.0
720,1591580400000,16,100824,202426,프리미엄 클린샤워,이미용," 49,900 ",14085200.0
721,1591597200000,20,100476,201447,파뷔에 IH 세라믹냄비세트,주방," 69,800 ",21283458.0
722,1591598400000,20,100476,201447,파뷔에 IH 세라믹냄비세트,주방," 69,800 ",21283458.0
723,1591599600000,20,100476,201447,파뷔에 IH 세라믹냄비세트,주방," 69,800 ",23472310.0
724,1591600800000,20,100262,200876,더블모 어성초 샴푸,이미용," 59,800 ",22147480.0
725,1591602000000,20,100262,200876,더블모 어성초 샴푸,이미용," 59,800 ",22147480.0
726,1591603200000,20,100262,200876,더블모 어성초 샴푸,이미용," 59,800 ",24449554.0
727,1591604400000,20,100108,200300,르까프 여성 썸머 쿨카라 티셔츠 5종,의류," 29,900 ",23886088.0
728,1591605600000,20,100108,200300,르까프 여성 썸머 쿨카라 티셔츠 5종,의류," 29,900 ",23886088.0
729,1591606800000,20,100108,200300,르까프 여성 썸머 쿨카라 티셔츠 5종,의류," 29,900 ",27241212.0
730,1591608000000,20,100362,201150,에이유플러스 슈퍼선스틱 1004(최저가),이미용," 39,900 ",26767760.0
731,1591609200000,20,100362,201150,에이유플러스 슈퍼선스틱 1004(최저가),이미용," 39,900 ",26767760.0
732,1591610400000,20,100362,201150,에이유플러스 슈퍼선스틱 1004(최저가),이미용," 39,900 ",30347868.0
733,1591611600000,20,100647,201968,로질리 도로시 원피스 3종,의류," 39,800 ",30367724.0
734,1591612800000,20,100647,201968,로질리 도로시 원피스 3종,의류," 39,800 ",30367724.0
735,1591614000000,20,100647,201968,로질리 도로시 원피스 3종,의류," 39,800 ",33708640.0
736,1591615200000,20,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 129,000 ",23582274.0
737,1591615200000,20,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 119,000 ",24371222.0
738,1591616400000,20,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 129,000 ",23582274.0
739,1591616400000,20,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 119,000 ",24371222.0
740,1591617600000,20,100097,200266,무이자 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 129,000 ",25417508.0
741,1591617600000,20,100097,200270,일시불 올리고 가스와이드그릴레인지 프리미엄형 +버팔로 캠핑쿨러백,주방," 119,000 ",26301086.0
742,1591618800000,20,100479,201454,라라쎄 쉬폰 롤업재킷 1종,의류," 39,800 ",34441656.0
743,1591620000000,20,100479,201454,라라쎄 쉬폰 롤업재킷 1종,의류," 39,800 ",34441656.0
744,1591621200000,20,100479,201454,라라쎄 쉬폰 롤업재킷 1종,의류," 39,800 ",34216604.0
745,1591622400000,20,100593,201814,신일써큘레이터 스탠드 블랙+블랙(SIF-R09DBK),생활용품," 268,000 ",19486702.0
746,1591622400000,20,100593,201818,신일써큘레이터 스탠드 화이트+화이트(SIF-R09DWH),생활용품," 268,000 ",19486702.0
747,1591622400000,20,100593,201812,신일써큘레이터 스탠드 블랙(SIF-R09DBK),생활용품," 148,000 ",22069180.0
748,1591622400000,20,100593,201816,신일써큘레이터 스탠드 화이트(SIF-R09DWH),생활용품," 148,000 ",22069180.0
749,1591623600000,20,100593,201814,신일써큘레이터 스탠드 블랙+블랙(SIF-R09DBK),생활용품," 268,000 ",19486702.0
750,1591623600000,20,100593,201818,신일써큘레이터 스탠드 화이트+화이트(SIF-R09DWH),생활용품," 268,000 ",19486702.0
751,1591623600000,20,100593,201812,신일써큘레이터 스탠드 블랙(SIF-R09DBK),생활용품," 148,000 ",22069180.0
752,1591623600000,20,100593,201816,신일써큘레이터 스탠드 화이트(SIF-R09DWH),생활용품," 148,000 ",22069180.0
753,1591624800000,20,100593,201814,신일써큘레이터 스탠드 블랙+블랙(SIF-R09DBK),생활용품," 268,000 ",19280554.0
754,1591624800000,20,100593,201818,신일써큘레이터 스탠드 화이트+화이트(SIF-R09DWH),생활용품," 268,000 ",19280554.0
